gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,72.39,45.25,0
0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,110.72,7251.7,0
1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,2,84.4,316.9,1
0,0,0,0,61,1,0,1,0,0,2,0,0,0,0,1,1,104.13,3548.3,0
1,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,120.15,3549.25,1
0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,120.44,1105.4,1
1,0,1,1,24,1,0,0,0,2,0,0,0,0,1,0,3,69.47,475.7,0
0,0,1,1,72,1,2,0,2,2,0,0,2,0,2,1,1,91.15,4872.35,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,3,47.8,418.25,0
0,0,0,0,72,1,2,0,2,2,2,2,2,0,2,1,1,102.45,4861.45,0
0,0,1,0,27,1,2,0,2,2,0,2,2,0,0,1,2,85.11,981.45,0
0,0,0,0,67,1,2,1,0,0,0,0,0,2,0,1,2,94.76,3906.7,0
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,3,71.61,97.0,0
0,0,0,0,11,1,0,1,0,0,0,0,2,0,0,1,2,93.29,144.15,1
1,0,0,0,69,1,2,0,2,0,0,2,2,2,2,1,1,107.39,4217.8,0
0,0,1,1,72,1,2,0,2,0,2,2,0,0,2,1,1,86.62,4254.1,0
0,1,0,0,53,1,2,1,0,2,0,0,2,0,0,1,2,96.52,3838.75,0
0,0,0,0,29,1,0,1,2,2,0,0,2,2,0,1,1,134.21,1426.4,1
0,1,1,0,27,1,2,0,2,0,0,2,2,0,0,1,1,86.57,1752.65,0
0,1,1,0,13,1,2,1,0,2,0,0,0,0,0,1,1,98.98,633.3,1
0,1,1,1,72,1,0,0,2,2,2,2,0,2,1,1,1,98.23,4456.35,0
1,1,0,0,30,1,2,1,0,0,0,0,2,2,0,1,2,114.76,1752.55,1
0,0,1,1,72,1,2,1,2,0,0,0,2,2,1,1,1,127.34,6311.2,0
1,1,1,1,72,1,2,1,0,2,2,2,2,2,1,1,2,120.31,7076.35,0
0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,54.13,894.3,0
0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,132.95,7853.7,0
0,0,1,0,65,1,2,1,0,0,2,0,2,2,0,1,2,114.3,4707.1,0
1,0,0,0,70,1,2,1,0,2,0,0,2,0,0,1,0,111.91,5450.7,0
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,71.8,2962.0,0
0,0,1,1,33,1,0,0,0,0,2,2,0,0,1,1,1,78.57,957.1,0
0,0,0,0,25,1,2,1,0,0,0,0,2,2,0,0,2,115.58,857.25,1
0,0,0,0,14,1,0,0,0,2,0,2,2,2,0,1,2,100.28,244.1,0
1,0,1,0,59,1,2,1,0,2,0,0,0,0,1,1,2,104.55,3650.35,0
0,0,0,0,45,1,0,0,0,2,2,2,2,2,2,0,3,95.15,2497.2,0
0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,0,41.4,930.9,0
1,0,0,0,16,1,0,1,2,0,2,0,0,0,0,1,3,106.64,887.35,0
1,0,0,0,14,1,0,0,0,0,0,2,0,0,0,0,3,70.11,49.05,0
0,0,1,1,65,1,0,2,1,1,1,1,1,1,1,1,2,34.66,1090.65,0
1,1,1,1,71,1,2,1,2,0,2,2,2,2,2,1,0,133.84,7099.0,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,41.13,1424.6,0
0,0,0,1,17,1,0,0,2,0,0,2,0,2,0,1,0,89.16,177.4,0
0,1,0,0,72,1,2,1,2,2,2,0,2,2,1,0,2,141.92,6139.5,0
0,0,0,0,57,1,0,0,0,0,0,0,0,2,1,0,1,81.07,2688.85,0
0,0,1,1,25,1,0,0,2,2,0,0,0,0,0,0,3,68.06,482.25,0
1,1,0,0,44,1,0,0,2,2,0,0,2,2,0,1,2,97.16,2111.3,0
0,0,1,1,66,1,2,2,1,1,1,1,1,1,1,1,1,25.26,1216.6,0
0,0,0,1,8,1,0,1,0,0,0,0,2,0,0,1,2,98.55,79.35,1
0,0,1,1,20,0,1,0,2,0,0,0,2,2,0,0,2,78.07,565.35,0
0,0,1,0,14,1,0,1,0,0,2,0,0,0,0,1,0,98.37,496.9,1
0,0,0,0,53,1,0,1,0,2,2,2,2,2,0,1,0,124.68,4327.5,0
0,0,1,0,55,1,0,2,1,1,1,1,1,1,2,1,0,57.19,973.35,0
1,0,0,0,13,1,2,1,0,2,0,0,2,2,0,1,1,105.66,918.75,0
0,0,1,0,36,1,0,0,2,0,0,0,2,0,1,1,0,70.3,2215.45,0
0,0,1,1,49,1,0,2,1,1,1,1,1,1,2,0,0,44.51,1057.0,0
0,0,1,1,61,1,0,2,1,1,1,1,1,1,2,1,3,47.13,927.1,0
1,0,1,0,38,0,1,0,0,0,0,0,2,0,0,0,3,61.26,1009.25,0
1,0,1,1,35,1,0,1,0,2,2,0,0,0,0,0,0,97.47,2570.2,0
1,1,0,0,9,1,0,1,0,0,0,2,0,0,0,0,2,87.95,74.7,0
1,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,3,96.07,5714.25,0
0,0,0,0,72,1,2,1,2,2,2,0,2,2,0,1,1,133.63,7107.0,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,113.03,7459.05,0
0,0,0,0,31,1,2,1,2,0,0,0,0,0,0,1,2,107.87,927.35,1
1,0,1,1,72,1,2,0,2,2,0,2,0,0,1,1,1,86.67,4748.7,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,3,35.42,113.85,1
1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,0,0,35.4,1107.2,0
0,1,1,0,33,1,0,1,0,2,2,0,2,2,0,1,2,106.24,2514.5,1
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,33.85,20.2,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,2,35.03,19.45,0
1,0,0,0,53,1,2,1,0,0,2,2,2,0,1,0,0,118.26,3605.6,0
0,1,1,0,72,0,1,0,0,2,2,0,2,0,1,0,0,64.76,3027.25,0
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,123.12,7611.85,1
1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,3,34.5,100.2,0
0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,122.25,7303.05,0
0,0,0,0,34,0,1,0,2,0,0,0,0,0,1,0,3,33.73,927.65,0
1,0,0,0,54,1,2,1,0,0,0,0,2,2,1,0,3,111.81,3921.3,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,48.32,1363.25,0
1,0,1,0,65,1,2,1,2,2,0,0,2,0,0,1,2,115.15,5238.9,1
0,0,0,0,56,1,0,0,2,0,2,2,0,0,1,0,1,79.22,3042.25,0
0,0,0,0,53,1,0,1,0,2,2,0,2,0,0,1,2,111.95,3954.1,0
0,1,1,0,57,1,2,1,0,0,0,0,0,0,0,1,2,85.42,2868.15,1
0,0,1,1,72,0,1,0,0,2,0,2,2,2,2,1,2,88.66,3423.5,0
1,0,1,1,20,1,0,1,2,2,0,0,2,0,0,0,2,106.59,248.4,0
0,0,0,0,41,0,1,0,2,0,0,0,0,0,2,0,0,51.02,1126.35,0
0,0,1,1,23,1,2,1,2,0,0,0,2,2,0,1,2,115.01,1064.65,1
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,49.75,835.15,0
1,0,1,1,39,1,2,1,0,2,0,2,0,0,0,1,1,93.53,2151.6,0
0,0,1,1,70,1,2,1,0,0,2,0,2,2,1,1,1,130.22,5515.45,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,38.27,112.75,0
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,90.13,229.55,1
0,0,1,1,22,1,0,0,2,0,0,0,0,0,0,0,3,65.68,350.35,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,55.32,62.9,0
1,0,0,0,51,1,0,1,2,0,0,2,2,0,2,1,2,96.11,3027.65,0
0,1,0,0,45,1,2,1,0,0,2,0,0,0,0,1,2,93.77,2135.5,1
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,33.22,1723.95,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,25.25,19.75,0
1,1,0,0,72,0,1,0,2,2,0,0,2,2,1,1,2,86.89,3985.35,0
0,0,0,0,23,1,2,1,0,0,0,0,0,2,0,1,2,105.73,1215.65,0
0,0,1,1,41,0,1,0,2,2,2,0,2,2,0,1,1,69.31,1502.65,1
1,0,0,0,72,1,0,0,0,0,0,2,0,0,2,0,0,77.18,3260.1,0
1,0,0,0,14,0,1,0,0,0,0,0,0,2,0,1,2,52.24,35.45,1
1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,2,59.18,81.25,1
0,0,0,0,64,1,2,2,1,1,1,1,1,1,2,1,1,50.3,1188.2,0
0,0,0,0,37,1,0,1,2,0,0,0,0,0,0,1,0,91.62,1778.5,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,3,32.5,1277.75,0
1,0,0,1,65,1,0,2,1,1,1,1,1,1,2,1,3,45.16,1170.55,0
0,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,89.32,70.45,1
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,114.02,6425.65,0
0,0,0,0,14,1,2,0,2,0,0,2,0,2,0,0,2,87.93,563.65,1
0,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,0,129.2,5971.25,0
1,0,0,0,72,1,2,1,2,2,0,0,0,0,1,1,1,104.41,5289.05,0
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,52.42,1756.2,0
0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,1,1,127.26,6416.7,0
1,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,3,49.49,61.35,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,2,66.2,45.65,1
1,0,0,1,38,1,0,0,0,2,2,0,2,0,1,0,1,87.56,1929.95,0
1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,87.65,1071.4,0
0,0,1,1,19,1,0,0,0,0,0,2,2,2,0,1,2,81.37,564.35,0
1,0,0,0,18,1,2,1,0,0,0,0,2,2,0,0,3,131.03,655.5,1
0,0,1,1,72,1,2,1,2,2,2,0,2,2,1,1,1,122.13,7930.55,0
1,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,2,113.34,5215.25,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,45.51,113.5,0
0,0,1,1,26,1,0,1,0,0,0,0,0,2,0,1,0,102.35,1152.8,0
0,0,0,0,36,1,2,1,0,0,0,0,2,0,0,1,0,102.91,1821.95,0
1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,3,38.99,419.9,0
1,0,1,1,33,1,0,0,2,0,2,0,2,0,2,0,3,78.99,1024.0,0
1,0,0,0,28,1,2,2,1,1,1,1,1,1,2,0,0,46.46,251.6,0
0,0,0,1,27,1,0,0,2,2,0,0,0,0,0,1,2,66.55,764.55,0
0,0,1,0,27,1,2,1,2,0,0,0,0,0,0,0,2,108.38,1592.35,1
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,2,87.87,135.2,0
1,0,0,0,70,1,2,0,0,2,2,2,0,2,2,1,0,86.2,3958.25,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,3,30.39,233.9,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,3,38.84,1363.45,0
0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,1,0,90.12,273.0,1
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,104.91,6254.45,0
1,1,1,0,65,0,1,0,0,2,2,0,0,2,0,1,2,69.32,2651.2,1
0,0,1,1,29,1,0,2,1,1,1,1,1,1,0,0,2,43.19,321.4,0
1,0,1,0,56,1,0,1,2,0,2,2,0,0,1,1,0,104.7,3539.25,0
0,0,1,0,6,1,2,1,0,0,2,2,2,2,0,1,2,116.99,242.8,1
1,0,1,0,25,1,0,0,0,2,2,2,2,2,2,0,3,96.03,1181.75,0
0,0,1,0,68,1,0,1,0,0,2,0,2,2,1,1,0,103.68,5000.2,1
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,0,39.02,654.55,0
0,0,1,0,33,1,2,2,1,1,1,1,1,1,0,0,2,49.19,780.2,0
0,1,0,0,26,1,2,1,0,0,0,0,0,0,0,1,3,84.76,1145.7,1
0,1,0,0,26,1,0,1,2,0,0,0,0,0,0,0,0,91.96,503.6,1
0,0,1,1,25,1,2,1,0,2,2,0,2,2,0,1,0,124.93,1559.25,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,1,1,1,45.02,1252.0,0
0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,38.13,29.95,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,83.06,45.3,0
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,0,0,110.52,662.65,1
1,0,1,1,40,1,0,0,2,0,2,0,2,2,1,0,1,89.96,2453.3,0
0,0,0,0,26,1,0,1,0,2,2,0,0,0,0,1,2,90.69,1111.65,1
0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,1,2,47.07,24.8,1
1,0,0,0,39,1,0,0,0,2,0,0,0,0,0,1,3,75.58,1023.85,0
1,0,0,0,12,0,1,0,0,0,0,2,0,0,0,0,2,42.48,82.15,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,2,30.74,244.8,0
0,0,1,0,54,1,2,0,0,2,0,0,0,0,0,0,1,69.45,2379.1,0
1,0,1,1,59,1,2,0,2,0,0,2,0,2,1,1,1,92.42,3173.35,0
1,0,1,0,25,1,0,1,0,2,2,0,0,2,0,1,2,111.62,531.0,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,57.06,1375.4,0
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,112.38,8129.3,0
1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,33.93,1192.7,0
0,0,1,0,42,1,0,1,2,2,0,2,2,0,0,1,2,112.32,1901.65,0
1,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,47.99,587.4,0
1,0,0,0,72,1,2,1,0,2,2,2,2,2,0,1,2,135.56,6519.75,0
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,130.65,8041.65,0
1,0,0,1,13,1,0,2,1,1,1,1,1,1,0,0,3,52.84,20.75,0
0,0,1,0,40,1,0,1,2,0,0,2,2,2,1,1,1,112.97,2681.15,0
0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,1,94.48,1112.3,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,0,2,115.03,7405.5,0
1,0,0,1,20,1,0,1,0,0,0,0,2,0,0,1,1,97.13,1033.95,0
1,0,0,0,63,1,0,1,0,0,0,0,0,0,0,0,1,86.2,2958.95,0
0,0,0,0,47,1,0,1,0,2,0,2,0,0,1,1,0,106.24,2684.85,0
1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,90.28,4179.2,0
1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,0,2,111.82,79.9,1
0,0,0,0,23,1,0,1,2,0,2,2,2,2,0,1,2,116.82,1934.45,1
1,0,1,0,72,1,0,1,0,2,2,2,2,2,1,1,1,122.88,6654.1,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,1,72.2,84.5,1
0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,2,50.6,25.25,0
1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,3,58.27,1124.2,0
0,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,2,38.24,540.05,0
1,1,1,0,31,1,2,1,0,0,0,0,0,2,0,0,2,107.42,1975.85,0
0,0,1,0,70,0,1,0,2,2,2,0,2,2,0,1,0,96.68,3437.45,0
1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,68.61,3139.8,0
1,0,1,0,72,0,1,0,2,2,2,2,2,0,2,1,0,71.82,3789.2,0
1,0,1,1,72,1,2,0,0,2,2,2,2,2,2,1,0,96.4,5324.5,0
0,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,0,101.67,624.6,0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,98.68,268.35,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,53.18,1836.9,0
1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,1,2,33.22,20.2,0
1,0,1,0,21,1,0,0,0,0,0,2,0,0,0,0,3,70.88,179.35,1
0,0,0,0,33,1,0,2,1,1,1,1,1,1,1,1,0,35.74,219.35,0
1,0,0,0,38,0,1,0,2,0,0,0,2,2,1,1,3,69.42,1288.75,0
0,0,1,1,43,1,0,0,2,0,2,2,2,2,1,1,3,108.39,2545.75,0
0,0,1,0,15,1,0,0,0,0,0,0,2,0,0,0,3,74.8,55.2,1
1,0,0,0,44,1,2,1,0,0,0,2,0,2,0,1,1,115.12,2723.15,0
0,0,1,1,50,1,2,0,2,2,0,2,2,2,2,1,1,110.76,4107.25,0
1,0,0,0,72,1,2,1,2,2,0,2,2,2,2,1,1,123.11,5760.65,0
1,0,0,0,52,1,0,1,2,2,0,2,0,2,0,1,1,123.33,4747.5,0
1,0,0,0,18,1,0,1,2,0,0,0,0,2,0,1,3,95.84,84.6,1
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,30.14,1566.9,0
0,0,0,0,35,1,2,2,1,1,1,1,1,1,0,0,2,41.33,702.0,0
1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,1,3,66.6,114.1,1
0,0,0,0,21,0,1,0,0,0,0,2,0,0,2,1,3,54.44,299.05,0
1,0,1,0,26,1,2,1,0,0,0,0,0,0,0,1,2,113.66,1305.95,0
0,1,0,0,16,1,0,1,0,2,0,0,2,2,0,1,2,124.02,1120.3,1
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,0,3,33.21,284.35,0
0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,98.62,6350.5,0
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,137.02,7878.3,0
0,0,1,1,46,1,0,0,2,0,0,2,2,2,1,1,1,85.23,3187.65,0
0,1,1,0,72,1,0,1,2,2,2,0,0,2,0,0,2,106.52,6126.15,0
0,1,0,0,19,1,0,0,0,2,2,0,0,0,0,1,2,77.75,731.3,0
1,1,0,0,17,1,0,1,2,0,0,0,0,0,0,0,2,91.01,273.4,0
1,0,0,0,59,1,2,0,0,0,2,0,0,2,1,0,3,85.95,2531.8,0
1,1,0,0,28,1,0,1,0,2,0,0,0,0,0,1,2,91.76,1074.3,1
1,0,0,0,12,1,0,0,2,0,0,0,0,0,0,1,3,68.33,48.55,1
1,0,0,0,51,1,2,1,2,2,2,0,0,2,1,1,2,126.0,4298.45,0
0,0,1,0,70,1,0,1,2,2,2,0,2,0,1,1,2,118.47,4619.55,0
0,0,1,1,13,1,0,1,0,0,0,0,0,0,0,0,2,97.74,147.15,1
1,1,1,0,25,0,1,0,0,2,0,0,2,0,0,0,2,65.31,40.2,1
1,0,0,1,38,1,2,0,0,2,2,2,2,2,1,0,1,109.37,2633.3,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,39.83,193.05,0
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,67.91,4103.9,0
0,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,134.24,7008.15,0
1,0,0,0,60,1,2,1,2,2,2,2,2,2,1,0,1,136.88,5791.1,0
0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,1,1,65.19,80.55,1
0,1,1,0,42,0,1,0,2,0,2,0,0,2,0,1,2,68.36,1228.65,0
1,1,0,0,17,0,1,0,0,0,2,0,0,2,0,1,2,77.64,132.2,1
1,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,122.89,1364.3,1
1,1,1,0,67,1,2,1,0,2,0,0,0,2,0,1,2,106.61,4925.35,0
0,0,0,0,50,0,1,0,2,2,0,2,0,2,2,1,0,79.52,1520.1,0
0,0,1,0,48,1,2,1,2,2,2,2,2,2,1,0,3,134.3,5032.25,0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,3,111.74,5526.75,0
1,0,0,0,67,1,2,2,1,1,1,1,1,1,2,0,0,40.17,1195.25,0
0,1,0,0,27,1,0,1,2,2,0,2,2,2,0,1,3,119.14,2007.25,0
1,0,0,0,63,1,0,2,1,1,1,1,1,1,2,0,3,29.69,1099.6,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,1,45.63,1732.95,0
0,1,0,0,30,1,0,1,0,0,0,2,2,2,0,1,2,106.62,1511.2,1
1,0,1,0,67,1,0,0,2,2,0,2,0,0,2,1,2,70.94,3450.15,0
1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,50.09,24.8,1
1,1,1,0,41,1,2,1,0,2,0,2,2,2,0,0,2,121.97,2172.05,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,3,81.0,70.6,1
1,0,1,0,7,1,2,1,0,2,0,2,0,0,0,1,2,94.97,401.1,1
0,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,132.34,5624.85,1
1,1,1,0,29,1,0,0,2,2,0,0,0,2,0,1,0,84.1,1339.8,0
1,0,0,0,23,0,1,0,0,0,2,2,2,2,0,1,2,71.81,771.95,0
0,0,0,0,23,1,0,0,0,2,0,0,0,0,0,0,0,71.92,244.75,0
0,0,0,0,17,1,0,0,2,2,0,0,0,0,0,0,3,75.76,322.9,0
0,0,0,0,21,1,0,0,0,2,0,0,0,0,0,0,2,66.97,498.25,0
0,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,3,42.73,25.4,0
0,0,0,0,72,1,2,0,2,0,0,0,0,0,0,0,3,80.3,3687.75,0
1,0,1,1,31,1,0,1,0,0,2,0,2,2,0,0,3,121.75,1779.95,1
0,0,0,0,47,1,2,1,0,0,0,0,0,0,1,1,1,89.29,1783.6,0
0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,1,2,74.59,927.15,0
1,0,1,0,18,1,0,1,0,0,0,0,0,0,0,0,2,106.07,70.0,1
1,1,0,0,20,1,0,1,0,2,0,0,0,0,0,1,2,92.17,606.55,1
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,1,62.33,435.4,1
1,1,0,0,33,1,2,1,0,0,0,0,0,0,0,1,2,88.91,1712.7,1
1,0,0,0,48,1,0,0,2,2,2,0,0,0,1,0,3,75.85,2021.2,0
1,0,1,1,38,1,0,1,0,2,2,2,0,0,1,0,3,109.39,1940.8,0
0,1,0,0,19,1,0,1,0,0,0,0,2,2,0,1,2,127.89,567.8,0
0,0,0,0,28,1,0,2,1,1,1,1,1,1,0,0,3,45.53,220.35,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,37.59,20.25,0
0,0,1,1,72,1,0,1,0,0,2,0,0,0,2,0,2,92.65,5436.45,0
1,1,1,0,53,1,2,1,0,0,2,0,2,2,0,1,2,115.49,3437.5,0
1,0,1,1,47,1,2,0,0,0,2,0,2,2,0,1,2,103.03,3015.75,0
0,0,0,1,18,1,0,1,2,0,0,0,0,0,0,1,3,91.65,73.6,1
1,0,0,0,40,1,0,0,0,0,0,0,2,2,1,1,0,88.53,1509.8,0
0,1,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,113.56,396.1,1
1,0,0,0,17,1,0,1,0,0,2,2,0,2,0,1,2,127.34,356.65,0
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,0,1,76.03,4109.0,0
1,0,0,1,49,1,2,1,0,2,0,0,0,0,0,1,3,96.22,3141.7,0
1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,3,40.95,1229.1,0
1,1,1,0,42,1,2,1,0,0,0,0,0,0,0,1,2,98.29,2303.35,1
1,0,1,1,40,1,0,0,0,0,2,2,2,2,2,0,3,107.03,2054.4,0
